Cross_ID,Cross_Date,Year,Program,Female_Parent,Male_Parent,Crossing_Location,Researcher,Seeds_Harvested,Germination_Rate,F1_Plants,Cross_Type,Purpose,Success_Rating,Notes
2024_MR3_C0156,2024-05-22,2024,MR3,MR3_P29,MR3_P83,Warwick,Dr. Wilson,135,0.89,77,Three-way,Quality Enhancement,Good,Cross targeting yield
2024_MR4_C0157,2024-03-19,2024,MR4,MR4_P55,MR4_P28,Emerald,Dr. Smith,76,0.71,97,Backcross,Quality Enhancement,Excellent,Cross targeting drought tolerance
2024_MR3_C0158,2024-05-06,2024,MR3,MR3_P26,MR3_P49,Dalby,Dr. Smith,72,0.87,9,Backcross,Disease Resistance,Poor,Cross targeting yield
2024_MR3_C0159,2024-05-16,2024,MR3,MR3_P34,MR3_P11,Hermitage,Dr. Smith,36,0.78,79,Three-way,Disease Resistance,Poor,Cross targeting disease resistance
2024_MR2_C0160,2024-07-08,2024,MR2,MR2_P27,MR2_P19,Dalby,Dr. Wilson,148,0.88,30,Three-way,Climate Adaptation,Poor,Cross targeting drought tolerance
2024_MR3_C0161,2024-03-10,2024,MR3,MR3_P93,MR3_P39,Dalby,Dr. Anderson,123,0.72,67,Backcross,Quality Enhancement,Poor,Cross targeting drought tolerance
2024_MR1_C0162,2024-03-27,2024,MR1,MR1_P59,MR1_P29,Dalby,Dr. Johnson,136,0.81,39,Backcross,Disease Resistance,Excellent,Cross targeting quality
2024_MR4_C0163,2024-06-15,2024,MR4,MR4_P35,MR4_P100,Hermitage,Dr. Smith,120,0.72,42,Backcross,Climate Adaptation,Poor,Cross targeting yield
2024_MR2_C0164,2024-06-19,2024,MR2,MR2_P48,MR2_P95,Kingaroy,Dr. Wilson,90,0.74,19,Three-way,Climate Adaptation,Excellent,Cross targeting disease resistance
2024_MR3_C0165,2024-06-26,2024,MR3,MR3_P85,MR3_P16,Roma,Dr. Taylor,120,0.77,104,Backcross,Disease Resistance,Excellent,Cross targeting drought tolerance
2024_MR4_C0166,2024-05-09,2024,MR4,MR4_P38,MR4_P57,Roma,Dr. Davis,130,0.74,25,Single,Yield Improvement,Excellent,Cross targeting quality
2024_MR3_C0167,2024-03-21,2024,MR3,MR3_P80,MR3_P59,Emerald,Dr. Thomas,79,0.93,41,Double,Disease Resistance,Fair,Cross targeting yield
2024_MR3_C0168,2024-04-02,2024,MR3,MR3_P87,MR3_P35,Gatton,Dr. Davis,33,0.79,70,Single,Yield Improvement,Excellent,Cross targeting drought tolerance
2024_MR2_C0169,2024-08-20,2024,MR2,MR2_P1,MR2_P18,Gatton,Dr. Wilson,23,0.81,106,Three-way,Yield Improvement,Good,Cross targeting disease resistance
2024_MR4_C0170,2024-07-24,2024,MR4,MR4_P89,MR4_P80,Dalby,Dr. Taylor,61,0.96,84,Backcross,Quality Enhancement,Good,Cross targeting drought tolerance
2024_MR1_C0171,2024-04-15,2024,MR1,MR1_P58,MR1_P18,Hermitage,Dr. Wilson,15,0.79,82,Backcross,Quality Enhancement,Fair,Cross targeting yield
2024_MR2_C0172,2024-03-13,2024,MR2,MR2_P77,MR2_P83,Kingaroy,Dr. Thomas,58,0.95,68,Single,Yield Improvement,Excellent,Cross targeting yield
2024_MR4_C0173,2024-07-20,2024,MR4,MR4_P37,MR4_P41,Hermitage,Dr. Smith,35,0.78,112,Double,Climate Adaptation,Good,Cross targeting drought tolerance
2024_MR3_C0174,2024-06-03,2024,MR3,MR3_P54,MR3_P57,Hermitage,Dr. Smith,109,0.92,93,Backcross,Disease Resistance,Excellent,Cross targeting yield
2024_MR2_C0175,2024-08-03,2024,MR2,MR2_P61,MR2_P34,Goondiwindi,Dr. Thomas,34,0.81,21,Backcross,Disease Resistance,Poor,Cross targeting quality
2024_MR2_C0176,2024-04-03,2024,MR2,MR2_P1,MR2_P73,Hermitage,Dr. Anderson,141,0.71,73,Three-way,Quality Enhancement,Good,Cross targeting disease resistance
2024_MR3_C0177,2024-08-06,2024,MR3,MR3_P63,MR3_P53,Gatton,Dr. Wilson,54,0.84,99,Backcross,Climate Adaptation,Fair,Cross targeting yield
2024_MR3_C0178,2024-06-06,2024,MR3,MR3_P19,MR3_P67,Emerald,Dr. Wilson,117,0.86,16,Double,Yield Improvement,Good,Cross targeting yield
2024_MR1_C0179,2024-04-20,2024,MR1,MR1_P52,MR1_P77,Emerald,Dr. Davis,102,0.86,27,Double,Disease Resistance,Fair,Cross targeting disease resistance
2024_MR4_C0180,2024-08-26,2024,MR4,MR4_P31,MR4_P8,Dalby,Dr. Wilson,83,0.79,28,Backcross,Yield Improvement,Poor,Cross targeting disease resistance
2024_MR3_C0181,2024-03-14,2024,MR3,MR3_P90,MR3_P55,Warwick,Dr. Taylor,120,0.72,109,Single,Disease Resistance,Good,Cross targeting drought tolerance
2024_MR1_C0182,2024-06-12,2024,MR1,MR1_P4,MR1_P76,Emerald,Dr. Johnson,18,0.92,81,Backcross,Climate Adaptation,Good,Cross targeting drought tolerance
2024_MR4_C0183,2024-05-01,2024,MR4,MR4_P85,MR4_P92,Emerald,Dr. Davis,137,0.87,15,Backcross,Disease Resistance,Poor,Cross targeting disease resistance
2024_MR4_C0184,2024-05-17,2024,MR4,MR4_P23,MR4_P31,Dalby,Dr. Brown,17,0.7,85,Backcross,Yield Improvement,Fair,Cross targeting drought tolerance
2024_MR2_C0185,2024-07-19,2024,MR2,MR2_P65,MR2_P97,Gatton,Dr. Taylor,129,0.92,114,Double,Quality Enhancement,Good,Cross targeting disease resistance
2024_MR3_C0186,2024-04-12,2024,MR3,MR3_P82,MR3_P13,Goondiwindi,Dr. Thomas,98,0.93,107,Single,Climate Adaptation,Poor,Cross targeting quality
2024_MR2_C0187,2024-06-02,2024,MR2,MR2_P16,MR2_P90,Warwick,Dr. Smith,53,0.82,55,Double,Disease Resistance,Excellent,Cross targeting yield
2024_MR1_C0188,2024-05-22,2024,MR1,MR1_P53,MR1_P19,Gatton,Dr. Johnson,96,0.75,119,Single,Disease Resistance,Poor,Cross targeting disease resistance
2024_MR3_C0189,2024-08-07,2024,MR3,MR3_P38,MR3_P29,Warwick,Dr. Smith,143,0.75,112,Three-way,Yield Improvement,Excellent,Cross targeting disease resistance
2024_MR1_C0190,2024-04-21,2024,MR1,MR1_P83,MR1_P4,Warwick,Dr. Taylor,122,0.88,17,Single,Disease Resistance,Poor,Cross targeting quality
2024_MR4_C0191,2024-05-15,2024,MR4,MR4_P77,MR4_P80,Roma,Dr. Anderson,140,0.91,60,Double,Yield Improvement,Poor,Cross targeting yield
