Cross_ID,Cross_Date,Year,Program,Female_Parent,Male_Parent,Crossing_Location,Researcher,Seeds_Harvested,Germination_Rate,F1_Plants,Cross_Type,Purpose,Success_Rating,Notes
2022_MR4_C0156,2022-08-08,2022,MR4,MR4_P89,MR4_P11,Warwick,Dr. Johnson,17,0.95,93,Backcross,Disease Resistance,Good,Cross targeting disease resistance
2022_MR1_C0157,2022-07-08,2022,MR1,MR1_P1,MR1_P91,Dalby,Dr. Johnson,51,0.82,69,Backcross,Disease Resistance,Poor,Cross targeting yield
2022_MR3_C0158,2022-04-10,2022,MR3,MR3_P69,MR3_P11,Dalby,Dr. Davis,130,0.76,38,Three-way,Climate Adaptation,Excellent,Cross targeting quality
2022_MR2_C0159,2022-04-17,2022,MR2,MR2_P22,MR2_P52,Gatton,Dr. Thomas,101,0.84,64,Double,Yield Improvement,Poor,Cross targeting yield
2022_MR2_C0160,2022-03-07,2022,MR2,MR2_P29,MR2_P75,Roma,Dr. Wilson,19,0.94,38,Backcross,Yield Improvement,Fair,Cross targeting yield
2022_MR3_C0161,2022-05-27,2022,MR3,MR3_P99,MR3_P8,Goondiwindi,Dr. Thomas,43,0.96,80,Double,Quality Enhancement,Fair,Cross targeting quality
2022_MR3_C0162,2022-06-22,2022,MR3,MR3_P86,MR3_P59,Emerald,Dr. Davis,16,0.96,48,Three-way,Disease Resistance,Poor,Cross targeting yield
2022_MR4_C0163,2022-06-26,2022,MR4,MR4_P55,MR4_P97,Gatton,Dr. Smith,68,0.72,76,Single,Disease Resistance,Poor,Cross targeting quality
2022_MR3_C0164,2022-03-25,2022,MR3,MR3_P71,MR3_P14,Gatton,Dr. Thomas,79,0.83,30,Double,Disease Resistance,Good,Cross targeting yield
2022_MR2_C0165,2022-03-01,2022,MR2,MR2_P28,MR2_P50,Gatton,Dr. Anderson,19,0.72,27,Backcross,Quality Enhancement,Good,Cross targeting disease resistance
2022_MR2_C0166,2022-07-01,2022,MR2,MR2_P53,MR2_P38,Kingaroy,Dr. Johnson,77,0.71,51,Single,Disease Resistance,Fair,Cross targeting yield
2022_MR4_C0167,2022-04-26,2022,MR4,MR4_P9,MR4_P26,Hermitage,Dr. Anderson,69,0.89,115,Three-way,Climate Adaptation,Poor,Cross targeting quality
2022_MR4_C0168,2022-04-23,2022,MR4,MR4_P71,MR4_P78,Dalby,Dr. Taylor,84,0.83,95,Double,Yield Improvement,Excellent,Cross targeting yield
2022_MR1_C0169,2022-08-17,2022,MR1,MR1_P33,MR1_P90,Hermitage,Dr. Johnson,81,0.8,56,Single,Climate Adaptation,Excellent,Cross targeting yield
2022_MR4_C0170,2022-06-07,2022,MR4,MR4_P76,MR4_P15,Dalby,Dr. Davis,50,0.94,49,Three-way,Quality Enhancement,Fair,Cross targeting drought tolerance
2022_MR4_C0171,2022-06-07,2022,MR4,MR4_P39,MR4_P29,Gatton,Dr. Anderson,129,0.88,69,Three-way,Climate Adaptation,Good,Cross targeting yield
2022_MR4_C0172,2022-03-23,2022,MR4,MR4_P13,MR4_P1,Roma,Dr. Smith,61,0.97,12,Single,Quality Enhancement,Poor,Cross targeting disease resistance
2022_MR4_C0173,2022-06-04,2022,MR4,MR4_P20,MR4_P96,Hermitage,Dr. Wilson,118,0.92,45,Three-way,Quality Enhancement,Good,Cross targeting disease resistance
2022_MR2_C0174,2022-08-01,2022,MR2,MR2_P71,MR2_P84,Hermitage,Dr. Davis,139,0.94,88,Double,Yield Improvement,Good,Cross targeting drought tolerance
