Cross_ID,Cross_Date,Year,Program,Female_Parent,Male_Parent,Crossing_Location,Researcher,Seeds_Harvested,Germination_Rate,F1_Plants,Cross_Type,Purpose,Success_Rating,Notes
2023_MR3_C0157,2023-07-15,2023,MR3,MR3_P24,MR3_P6,Kingaroy,Dr. Smith,128,0.88,15,Single,Climate Adaptation,Poor,Cross targeting disease resistance
2023_MR1_C0158,2023-04-17,2023,MR1,MR1_P82,MR1_P91,Hermitage,Dr. Taylor,150,0.75,72,Double,Disease Resistance,Fair,Cross targeting yield
2023_MR4_C0159,2023-08-21,2023,MR4,MR4_P82,MR4_P77,Kingaroy,Dr. Smith,13,0.9,42,Backcross,Disease Resistance,Fair,Cross targeting disease resistance
2023_MR2_C0160,2023-07-15,2023,MR2,MR2_P84,MR2_P1,Emerald,Dr. Thomas,35,0.86,101,Three-way,Quality Enhancement,Good,Cross targeting drought tolerance
2023_MR1_C0161,2023-04-15,2023,MR1,MR1_P38,MR1_P66,Kingaroy,Dr. Wilson,35,0.96,99,Three-way,Climate Adaptation,Excellent,Cross targeting disease resistance
2023_MR3_C0162,2023-06-26,2023,MR3,MR3_P97,MR3_P100,Goondiwindi,Dr. Taylor,45,0.85,15,Three-way,Quality Enhancement,Poor,Cross targeting quality
2023_MR2_C0163,2023-03-18,2023,MR2,MR2_P46,MR2_P47,Kingaroy,Dr. Thomas,109,0.92,18,Three-way,Quality Enhancement,Fair,Cross targeting drought tolerance
2023_MR1_C0164,2023-08-02,2023,MR1,MR1_P30,MR1_P7,Emerald,Dr. Wilson,46,0.88,97,Double,Climate Adaptation,Good,Cross targeting disease resistance
2023_MR1_C0165,2023-03-02,2023,MR1,MR1_P67,MR1_P10,Warwick,Dr. Wilson,132,0.96,103,Backcross,Yield Improvement,Poor,Cross targeting yield
2023_MR1_C0166,2023-07-17,2023,MR1,MR1_P3,MR1_P22,Emerald,Dr. Brown,18,0.87,38,Single,Disease Resistance,Excellent,Cross targeting disease resistance
2023_MR1_C0167,2023-04-17,2023,MR1,MR1_P64,MR1_P23,Warwick,Dr. Thomas,55,0.93,37,Backcross,Climate Adaptation,Poor,Cross targeting quality
2023_MR3_C0168,2023-04-11,2023,MR3,MR3_P32,MR3_P52,Emerald,Dr. Thomas,42,0.94,105,Backcross,Disease Resistance,Poor,Cross targeting yield
2023_MR3_C0169,2023-08-03,2023,MR3,MR3_P35,MR3_P58,Hermitage,Dr. Anderson,149,0.79,114,Double,Yield Improvement,Good,Cross targeting drought tolerance
2023_MR3_C0170,2023-07-17,2023,MR3,MR3_P75,MR3_P78,Roma,Dr. Anderson,23,0.76,31,Double,Disease Resistance,Poor,Cross targeting disease resistance
2023_MR4_C0171,2023-07-23,2023,MR4,MR4_P30,MR4_P48,Goondiwindi,Dr. Brown,32,0.92,41,Three-way,Climate Adaptation,Good,Cross targeting yield
2023_MR2_C0172,2023-08-11,2023,MR2,MR2_P49,MR2_P5,Goondiwindi,Dr. Wilson,134,0.92,31,Double,Disease Resistance,Poor,Cross targeting yield
2023_MR4_C0173,2023-07-20,2023,MR4,MR4_P21,MR4_P55,Dalby,Dr. Thomas,44,0.76,94,Backcross,Climate Adaptation,Poor,Cross targeting yield
2023_MR2_C0174,2023-07-04,2023,MR2,MR2_P81,MR2_P63,Roma,Dr. Taylor,98,0.74,53,Three-way,Disease Resistance,Good,Cross targeting quality
2023_MR4_C0175,2023-08-15,2023,MR4,MR4_P47,MR4_P1,Warwick,Dr. Wilson,72,0.85,47,Double,Quality Enhancement,Good,Cross targeting yield
2023_MR3_C0176,2023-03-02,2023,MR3,MR3_P5,MR3_P66,Kingaroy,Dr. Johnson,43,0.98,53,Single,Climate Adaptation,Good,Cross targeting drought tolerance
2023_MR4_C0177,2023-03-11,2023,MR4,MR4_P87,MR4_P95,Gatton,Dr. Taylor,119,0.8,79,Three-way,Climate Adaptation,Excellent,Cross targeting disease resistance
2023_MR1_C0178,2023-08-20,2023,MR1,MR1_P68,MR1_P19,Dalby,Dr. Davis,89,0.71,39,Single,Disease Resistance,Fair,Cross targeting yield
2023_MR3_C0179,2023-08-11,2023,MR3,MR3_P44,MR3_P47,Warwick,Dr. Smith,40,0.97,47,Three-way,Climate Adaptation,Poor,Cross targeting drought tolerance
2023_MR3_C0180,2023-08-09,2023,MR3,MR3_P63,MR3_P83,Warwick,Dr. Johnson,37,0.92,36,Backcross,Quality Enhancement,Fair,Cross targeting drought tolerance
2023_MR3_C0181,2023-04-07,2023,MR3,MR3_P90,MR3_P10,Hermitage,Dr. Johnson,117,0.92,76,Backcross,Yield Improvement,Fair,Cross targeting yield
2023_MR1_C0182,2023-07-02,2023,MR1,MR1_P28,MR1_P36,Goondiwindi,Dr. Thomas,103,0.85,114,Double,Disease Resistance,Fair,Cross targeting disease resistance
2023_MR2_C0183,2023-05-14,2023,MR2,MR2_P93,MR2_P63,Warwick,Dr. Wilson,76,0.91,112,Double,Climate Adaptation,Poor,Cross targeting drought tolerance
2023_MR4_C0184,2023-05-04,2023,MR4,MR4_P56,MR4_P51,Roma,Dr. Wilson,77,0.7,44,Double,Yield Improvement,Poor,Cross targeting quality
2023_MR3_C0185,2023-07-07,2023,MR3,MR3_P9,MR3_P34,Roma,Dr. Taylor,16,0.95,119,Double,Disease Resistance,Poor,Cross targeting disease resistance
2023_MR1_C0186,2023-05-20,2023,MR1,MR1_P59,MR1_P29,Hermitage,Dr. Davis,65,0.86,117,Backcross,Disease Resistance,Fair,Cross targeting drought tolerance
2023_MR4_C0187,2023-03-23,2023,MR4,MR4_P80,MR4_P52,Goondiwindi,Dr. Taylor,84,0.86,43,Backcross,Quality Enhancement,Excellent,Cross targeting drought tolerance
2023_MR1_C0188,2023-04-11,2023,MR1,MR1_P98,MR1_P63,Kingaroy,Dr. Thomas,141,0.95,85,Three-way,Climate Adaptation,Fair,Cross targeting drought tolerance
2023_MR3_C0189,2023-08-11,2023,MR3,MR3_P32,MR3_P11,Warwick,Dr. Davis,120,0.92,17,Backcross,Quality Enhancement,Excellent,Cross targeting yield
2023_MR1_C0190,2023-05-23,2023,MR1,MR1_P97,MR1_P8,Hermitage,Dr. Davis,12,0.82,40,Backcross,Quality Enhancement,Poor,Cross targeting drought tolerance
2023_MR4_C0191,2023-04-06,2023,MR4,MR4_P17,MR4_P53,Hermitage,Dr. Davis,29,0.76,59,Three-way,Climate Adaptation,Good,Cross targeting drought tolerance
2023_MR1_C0192,2023-06-05,2023,MR1,MR1_P24,MR1_P47,Dalby,Dr. Taylor,27,0.92,32,Double,Yield Improvement,Good,Cross targeting drought tolerance
2023_MR4_C0193,2023-07-22,2023,MR4,MR4_P8,MR4_P46,Gatton,Dr. Brown,32,0.93,50,Backcross,Yield Improvement,Good,Cross targeting quality
2023_MR2_C0194,2023-06-03,2023,MR2,MR2_P41,MR2_P39,Hermitage,Dr. Johnson,56,0.97,89,Single,Yield Improvement,Poor,Cross targeting yield
